account_id,district_id,frequency,date
2163,17,M,4
2239,25,M,4
1706,1,M,4
7795,64,M,4
3128,1,M,4
2978,74,M,4
3141,1,W,4
3250,1,M,4
1955,49,M,4
5650,10,AT,4
3641,7,M,4
2923,43,M,4
8092,54,M,4
2421,18,M,4
1437,50,M,4
756,65,M,4
3244,56,M,4
10630,41,M,4
3981,23,M,4
3812,72,M,4
4368,1,M,4
2729,40,M,4
2446,3,M,4
839,16,M,4
1625,1,M,4
2563,48,M,4
1414,58,M,4
7562,72,W,4
2185,67,M,4
1446,57,M,4
915,72,M,4
3777,70,M,4
2414,1,M,4
9814,64,W,4
2681,28,M,4
484,1,M,4
217,77,M,4
9030,72,M,4
2352,70,M,4
1526,52,M,4
3841,8,M,4
270,27,M,4
1914,27,M,4
2054,1,M,4
2111,42,W,4
1769,39,M,4
2663,64,M,4
4103,38,M,4
5735,52,M,4
3362,73,M,4
2755,20,M,4
3235,8,M,4
795,25,M,4
1548,47,M,4
650,3,M,4
11042,72,M,4
3421,31,M,4
1112,48,M,4
3583,40,M,4
4001,54,M,4
393,46,M,4
2718,29,M,4
1496,57,M,4
2968,15,M,4
1889,59,M,4
789,39,M,4
7614,62,M,4
8159,26,M,4
2151,38,M,4
3865,50,M,4
4109,54,M,4
515,57,M,4
3817,70,M,4
2268,1,M,4
388,59,M,4
3623,59,M,4
1967,26,W,4
4727,2,M,4
3466,64,M,4
3297,53,M,4
607,16,M,4
1858,72,M,4
3978,59,M,4
70,8,M,4
781,33,M,4
10884,65,M,4
2688,72,M,4
1772,31,W,4
2490,22,M,4
2047,20,M,4
3839,1,M,4
1633,51,M,4
763,1,M,4
4161,1,M,4
2431,74,M,4
3753,28,M,4
1778,15,M,4
2911,33,M,4
3710,1,M,4
1702,56,M,4
3737,34,M,4
190,74,M,4
2865,1,M,4
3014,75,W,4
2680,46,M,4
1129,35,M,4
3233,31,M,4
1287,35,M,4
9897,1,M,4
30,36,M,4
2367,28,M,4
3826,34,M,4
376,25,M,4
1108,26,M,4
108,53,M,4
1802,75,M,4
3230,1,M,4
3989,19,M,4
2723,75,M,4
7859,52,M,4
7606,21,M,4
158,37,M,4
6397,48,M,4
150,73,M,4
3402,76,W,4
2810,66,M,4
586,54,M,4
1261,52,M,4
2856,25,M,4
288,25,M,4
3750,77,M,4
1174,70,M,4
1306,1,M,4
5541,43,M,4
1,18,M,4
981,66,M,4
767,25,M,4
608,32,M,4
1757,75,M,4
6609,16,M,4
870,70,M,4
227,27,M,4
568,18,M,4
1254,74,M,4
1540,1,M,4
1692,56,M,4
1249,67,M,4
95,1,M,4
1561,66,M,4
2540,54,M,4
248,1,M,4
9493,64,M,4
5126,58,M,4
231,22,M,4
2203,47,M,4
6910,76,M,4
1986,46,M,4
2839,70,M,4
1479,54,M,4
3147,54,M,4
6289,64,M,4
1590,77,M,4
7418,21,M,4
19,21,M,4
842,62,M,4
1821,70,M,4
206,61,M,4
3109,18,M,4
7815,19,W,4
7136,12,W,4
1228,62,M,4
893,53,M,4
3702,53,M,4
4852,47,M,4
2750,13,M,4
1046,1,M,4
3729,31,M,4
1862,19,W,4
1309,1,M,4
1315,13,M,4
3321,17,M,4
3231,73,M,4
5724,14,AT,4
3823,74,M,4
2726,18,M,4
1038,64,M,4
7861,34,M,4
819,20,M,4
455,54,M,4
3930,37,M,4
4423,39,M,4
267,38,M,4
922,61,M,4
3735,1,M,4
3449,1,M,4
2751,31,M,4
404,41,M,4
2547,74,M,4
1248,22,M,4
2331,8,M,4
1010,61,M,4
54,4,M,4
2364,33,M,4
1280,70,M,4
2931,36,M,4
10351,23,M,4
3936,39,M,4
5194,1,AT,4
3464,25,M,4
533,40,M,4
3940,35,W,4
4538,70,M,4
454,7,M,4
1183,12,M,4
2323,72,M,4
463,51,M,4
285,17,M,4
4105,58,M,4
2525,45,M,4
6434,1,M,4
2919,77,M,4
1741,21,M,4
746,75,M,4
256,37,M,4
3845,48,M,4
4014,56,AT,4
2178,64,M,4
2935,68,M,4
544,32,M,4
1720,35,M,4
875,63,M,4
733,49,W,4
3251,59,M,4
5358,4,M,4
2521,63,M,4
10963,16,M,4
57,1,M,4
4589,4,M,4
490,45,M,4
3386,2,M,4
8998,61,M,4
11349,1,W,4
2969,29,M,4
1530,70,M,4
1642,64,M,4
6358,3,M,4
10001,24,M,4
3186,10,M,4
1059,8,M,4
3624,32,W,4
1974,42,M,4
2559,32,M,4
11069,37,M,4
3874,51,M,4
3520,72,M,4
2018,42,M,4
2877,37,M,4
2642,68,M,4
553,26,M,4
1092,41,M,4
471,47,M,4
53,77,M,4
1413,65,M,4
5774,1,M,4
3392,1,M,4
1465,30,M,4
1420,68,M,4
1620,17,M,4
4121,54,M,4
754,1,M,4
3045,1,M,4
3453,13,M,4
1696,43,M,4
2139,8,M,4
1793,56,M,4
3725,33,M,4
896,3,M,4
3252,12,M,4
808,69,M,4
3601,54,M,4
131,52,M,4
3124,6,M,4
7618,72,W,4
807,76,W,4
3847,33,M,4
223,39,M,4
2328,35,M,4
1519,9,M,4
10019,8,M,4
458,7,M,4
120,65,W,4
1846,6,M,4
2096,32,M,4
2297,46,M,4
7184,5,M,4
2781,16,M,4
1031,74,M,4
3810,43,M,4
1151,40,M,4
1728,74,M,4
9235,37,M,4
3363,30,M,4
3436,5,M,4
2533,49,M,4
99,1,M,4
638,65,M,4
2292,41,M,4
1725,72,AT,4
3410,39,M,4
1597,68,M,4
2041,48,M,4
5742,74,AT,4
4415,73,M,4
4330,47,M,4
3458,63,M,4
3330,76,M,4
6649,1,M,4
3779,74,M,4
1103,66,M,4
731,5,M,4
2307,60,M,4
3474,23,M,4
625,70,M,4
1075,35,M,4
2281,1,M,4
3895,27,M,4
5263,64,M,4
5794,70,M,4
1220,1,M,4
1568,23,M,4
1344,12,AT,4
8547,14,W,4
1135,1,M,4
4263,5,M,4
3532,73,M,4
1251,34,W,4
1936,70,M,4
2244,46,M,4
2310,15,M,4
1994,42,M,4
720,54,M,4
1472,2,M,4
2144,55,AT,4
953,14,M,4
4081,11,M,4
10018,8,M,4
2553,41,M,4
2520,18,M,4
1252,13,W,4
3357,54,M,4
6985,38,M,4
2957,25,M,4
4948,43,M,4
1803,24,M,4
2577,7,M,4
1009,1,W,4
2265,65,M,4
675,58,M,4
5033,54,M,4
1971,41,M,4
2830,20,M,4
1927,42,M,4
5118,72,M,4
3203,23,M,4
3270,30,M,4
1520,48,M,4
4681,70,M,4
3902,1,M,4
8327,1,W,4
1203,72,M,4
2608,19,M,4
2206,45,M,4
3216,3,M,4
1122,13,M,4
786,53,M,4
3631,1,M,4
2514,16,M,4
75,1,M,4
3679,64,M,4
2562,35,M,4
2280,68,M,4
3896,45,M,4
11138,70,W,4
5213,1,M,4
531,31,M,4
6856,43,M,4
5024,70,M,4
560,36,M,4
11382,74,M,4
2855,27,M,4
2858,56,M,4
3763,55,M,4
995,64,M,4
3315,23,M,4
3582,19,M,4
420,75,M,4
937,43,M,4
4258,51,M,4
5066,13,W,4
2236,73,M,4
3995,12,M,4
894,46,M,4
418,36,M,4
3254,36,M,4
32,5,M,4
213,73,M,4
2833,64,M,4
3553,70,M,4
9052,43,AT,4
3139,12,M,4
1562,1,M,4
1961,13,M,4
353,24,M,4
1640,13,M,4
6872,15,M,4
532,26,M,4
674,49,M,4
10365,22,M,4
430,54,M,4
429,63,M,4
3269,37,M,4
1810,50,M,4
665,8,M,4
3855,33,M,4
3866,60,M,4
3914,33,M,4
3807,53,M,4
3925,1,M,4
219,28,M,4
3552,62,M,4
7957,51,M,4
1149,18,M,4
1423,76,M,4
2853,54,M,4
803,19,M,4
2456,65,M,4
619,1,W,4
301,60,M,4
372,55,M,4
3492,33,M,4
6463,16,M,4
3628,70,M,4
2358,7,M,4
1613,1,M,4
2866,43,M,4
3010,46,M,4
3368,24,M,4
5125,1,M,4
994,72,M,4
1674,1,M,4
3234,1,M,4
1452,45,M,4
9377,1,M,4
3758,38,M,4
138,22,M,4
1376,64,M,4
3770,23,M,4
11271,5,M,4
2353,51,M,4
1335,54,M,4
2119,74,M,4
8,57,M,4
1704,70,M,4
1660,1,M,4
5429,71,M,4
3440,22,M,4
2148,1,M,4
676,39,M,4
2731,1,M,4
80,43,M,4
3417,48,M,4
169,4,M,4
4047,45,W,4
7487,4,M,4
992,22,M,4
331,65,M,4
2835,73,M,4
3677,1,M,4
2565,74,M,4
4190,62,M,4
3317,4,M,4
1690,16,M,4
1448,1,M,4
521,9,M,4
3132,56,M,4
3944,22,M,4
1427,17,M,4
1742,68,M,4
6400,31,AT,4
3486,64,M,4
4473,45,M,4
2965,6,M,4
2301,22,M,4
2674,50,M,4
11,76,M,4
8533,47,M,4
1089,74,M,4
5063,43,M,4
1257,66,M,4
990,17,M,4
1581,39,M,4
2424,1,M,4
917,56,M,4
2255,52,M,4
11362,67,M,4
1796,18,M,4
2834,70,M,4
8114,59,M,4
260,24,M,4
1749,64,M,4
4650,4,M,4
336,62,M,4
308,61,M,4
319,47,W,4
762,76,M,4
1142,74,M,4
3200,17,AT,4
3646,63,W,4
1206,70,M,4
501,13,M,4
2235,45,M,4
2487,42,M,4
10762,1,M,4
3131,21,M,4
10520,55,AT,4
2515,64,M,4
2727,1,M,4
1756,38,M,4
2500,61,M,4
1426,40,M,4
602,43,M,4
3637,53,M,4
2481,1,M,4
3080,57,M,4
2621,55,M,4
1238,1,M,4
10710,19,M,4
2871,52,M,4
1403,17,M,4
1629,10,M,4
9353,59,M,4
820,74,M,4
3384,14,M,4
257,11,M,4
479,1,M,4
3764,69,M,4
155,58,M,4
3945,50,M,4
2157,77,M,4
2051,64,W,4
3061,76,M,4
3111,60,M,4
1691,48,M,4
1044,14,M,4
1945,56,M,4
9790,52,M,4
9928,60,M,4
2580,60,M,4
1599,57,M,4
11079,16,M,4
968,74,M,4
810,46,M,4
1760,53,M,4
2550,67,M,4
3572,65,M,4
1030,57,M,4
487,40,M,4
3767,1,M,4
348,25,M,4
1867,52,M,4
2516,6,M,4
3303,1,M,4
933,21,M,4
3229,64,M,4
1700,64,M,4
2836,42,M,4
338,49,M,4
3148,33,M,4
1357,56,M,4
3772,7,M,4
486,33,M,4
1395,1,M,4
1341,36,M,4
9017,70,M,4
10411,39,AT,4
2783,43,M,4
2015,68,M,4
2341,33,M,4
565,39,M,4
337,17,M,4
3780,44,M,4
557,1,M,4
3490,48,M,4
3973,20,M,4
2043,46,M,4
2003,32,M,4
728,60,M,4
3970,24,M,4
8169,29,M,4
452,63,M,4
3783,40,M,4
3189,29,M,4
3689,8,M,4
2803,58,M,4
1901,15,M,4
3525,70,M,4
3320,1,M,4
2851,17,M,4
2309,18,M,4
2437,1,M,4
1825,3,M,4
253,46,M,4
474,61,M,4
633,57,M,4
2374,1,M,4
1104,39,M,4
2692,28,M,4
6927,74,W,4
924,11,M,4
3305,13,M,4
2237,26,M,4
1917,73,M,4
1685,28,M,4
791,49,M,4
3858,2,M,4
5001,53,M,4
1469,67,M,4
3476,3,M,4
8039,9,M,4
3205,1,M,4
5477,57,M,4
1212,70,M,4
2095,56,M,4
1137,60,M,4
2570,1,M,4
3092,46,M,4
5661,53,M,4
809,36,M,4
522,17,M,4
2630,64,M,4
957,70,M,4
1682,49,M,4
3587,64,M,4
4269,26,M,4
3338,25,M,4
3655,1,M,4
84,44,AT,4
4439,30,M,4
4462,73,W,4
3814,74,M,4
2780,63,M,4
3273,74,M,4
3559,18,M,4
3968,36,M,3
2159,1,M,3
849,1,M,3
2288,69,M,3
3051,9,M,3
946,21,M,3
2075,33,M,3
8931,63,W,3
9225,11,M,3
3278,4,M,3
2811,4,M,3
1670,12,M,3
275,29,M,3
1455,66,M,3
1311,60,M,3
6678,54,M,3
145,31,M,3
312,41,M,3
2233,43,M,3
3530,34,M,3
7828,36,M,3
9024,1,M,3
1711,63,M,3
2223,44,M,3
646,51,M,3
2548,57,M,3
2567,17,M,3
2153,31,W,3
1243,1,M,3
3238,47,M,3
954,74,M,3
9633,70,M,3
2716,66,M,3
1580,69,M,3
1483,10,M,3
1263,30,W,3
3966,42,M,3
3937,76,M,3
1591,65,M,3
658,4,M,3
3638,52,AT,3
2605,21,M,3
3661,50,M,3
2686,26,M,3
2944,22,M,3
4994,1,W,3
3949,54,M,3
332,36,M,3
69,64,M,3
3673,30,M,3
5267,4,M,3
3170,1,M,3
1632,18,W,3
2143,1,M,3
1227,69,M,3
204,67,M,3
1093,54,M,3
1486,63,M,3
4253,43,M,3
1196,29,M,3
3442,4,M,3
9051,5,W,3
3373,27,M,3
1036,11,M,3
3727,66,M,3
2844,43,M,3
10297,14,M,3
3755,64,M,3
1298,7,M,3
1139,34,AT,3
660,68,M,3
335,74,M,3
412,74,M,3
2863,14,M,3
2274,66,M,3
2522,36,M,3
4981,54,M,3
771,22,M,3
3832,45,M,3
1508,69,M,3
3784,25,M,3
9645,38,M,3
3947,76,M,3
2416,5,M,3
2243,25,M,3
3993,54,M,3
2225,15,M,3
1759,39,M,3
2207,35,M,3
3803,61,M,3
2754,57,W,3
3009,1,M,3
314,15,AT,3
554,26,M,3
2217,73,M,3
262,75,M,3
2214,45,M,3
976,77,M,3
1439,11,M,3
417,73,M,3
3084,59,W,3
4204,21,M,3
9504,9,M,3
414,1,M,3
4424,48,M,3
3389,13,M,3
2106,1,M,3
355,62,W,3
2702,74,M,3
11054,59,W,3
10558,40,M,3
1859,50,M,3
2109,34,M,3
6512,34,W,3
1963,42,M,3
1977,41,M,3
5181,75,M,3
1791,1,M,3
2635,27,M,3
1623,1,M,3
4293,64,AT,3
4851,52,M,3
2774,42,M,3
2469,11,M,3
3931,28,M,3
2348,65,M,3
218,68,M,3
804,64,M,3
923,13,M,3
1744,76,M,3
2890,69,M,3
1233,31,M,3
2719,10,M,3
516,6,M,3
2551,5,M,3
2499,2,M,3
2893,39,M,3
1922,60,M,3
264,15,M,3
3890,50,M,3
6686,61,M,3
3519,52,M,3
3597,1,AT,3
1611,69,M,3
2230,7,M,3
3933,61,M,3
2212,33,M,3
1964,25,M,3
4999,1,M,3
8680,17,M,3
1612,66,M,3
2390,1,M,3
2600,1,M,3
1737,77,M,3
2993,1,W,3
2753,26,M,3
2409,76,M,3
949,58,M,3
3468,32,M,3
3979,37,M,3
296,49,M,3
1836,42,M,3
1111,5,M,3
3680,27,M,3
1916,72,M,3
2473,14,M,3
390,44,M,3
3439,16,M,3
7594,16,M,3
3578,1,M,3
2226,2,M,3
466,71,M,3
3335,35,M,3
620,26,M,3
2074,12,M,3
1380,53,M,3
2304,49,M,3
3754,37,W,3
1102,70,M,3
55,20,M,3
2403,25,M,3
1732,51,M,3
3721,22,M,3
184,77,M,3
691,24,M,3
10233,27,M,3
3358,44,M,3
4,12,M,3
3151,6,M,3
2017,54,M,3
2804,53,M,3
1310,1,M,3
3016,26,M,3
827,36,M,3
959,1,M,3
1585,42,M,3
590,50,M,3
3924,70,M,3
2772,11,M,3
1962,77,M,3
10478,70,W,3
5692,66,M,3
1265,49,M,3
167,29,W,3
2187,9,W,3
3079,18,M,3
3286,8,M,3
230,1,M,3
3193,74,M,3
5593,15,M,3
4088,45,M,3
3409,23,M,3
1216,77,M,3
2491,76,M,3
2498,40,M,3
3366,68,M,3
936,7,M,3
856,2,M,3
718,1,M,3
3698,1,M,3
3462,51,M,3
3881,21,M,3
3709,74,M,3
1349,75,M,3
1886,32,M,3
1897,61,AT,3
1564,48,M,3
2062,70,M,3
141,38,M,3
1763,73,M,3
2611,1,M,3
825,19,M,3
3943,71,M,3
9422,70,M,3
1606,23,M,3
3263,44,M,3
2289,1,M,3
3121,46,M,3
3088,18,M,3
3952,26,M,3
3974,55,M,3
3502,74,M,3
3351,70,M,3
2105,70,M,3
3144,67,M,3
846,72,M,3
357,20,M,3
103,44,M,3
3118,48,M,3
4361,69,M,3
1722,32,M,3
4273,15,M,3
1510,33,M,3
895,24,M,3
840,70,M,3
2263,36,M,3
356,70,M,3
4863,5,M,3
3455,34,M,3
4092,74,M,3
10807,34,M,3
2598,1,M,3
2633,25,M,3
1800,51,M,3
1698,68,M,3
3994,15,M,3
1365,42,M,3
666,27,M,3
9242,57,M,3
4346,25,M,3
3296,67,M,3
2864,54,M,3
1980,49,M,3
1445,60,M,3
821,60,M,3
5591,9,M,3
236,72,M,3
210,48,M,3
3795,36,M,3
865,17,M,3
739,66,M,3
3672,26,M,3
2334,50,M,3
1028,23,M,3
468,49,M,3
853,1,M,3
525,70,M,3
3322,65,W,3
2033,71,M,3
3130,13,M,3
2904,13,M,3
1014,74,M,3
116,8,M,3
10436,60,M,3
4214,1,M,3
824,32,M,3
3743,1,M,3
2192,59,M,3
2406,5,M,3
2889,8,M,3
1369,32,M,3
2767,54,M,3
4008,27,M,3
874,56,W,3
3815,1,M,3
3605,3,M,3
3138,37,M,3
2578,54,M,3
2708,1,M,3
631,68,M,3
1170,25,M,3
2650,72,M,3
7890,23,M,3
3219,1,M,3
3115,14,M,3
208,54,M,3
286,71,M,3
898,71,M,3
2936,3,M,3
3422,21,M,3
10049,17,M,3
1250,62,M,3
1384,74,W,3
2624,31,M,3
3349,47,M,3
1351,40,M,3
2631,1,M,3
7520,9,M,3
10065,76,M,3
708,26,M,3
3917,1,M,3
514,70,M,3
2659,14,M,3
3265,52,AT,3
1832,70,M,3
7565,59,M,3
3308,40,M,3
1932,35,M,3
1521,74,M,3
2909,58,M,3
3706,8,M,3
1847,47,M,3
2335,70,M,3
3041,70,M,3
3116,54,M,3
251,74,M,3
3632,56,W,3
2929,51,M,3
10345,36,M,3
1450,63,M,3
1461,73,M,3
1920,40,M,3
734,5,M,3
8085,73,M,3
1948,64,M,3
3534,59,M,3
278,73,M,3
2012,4,M,3
1020,56,M,3
2986,63,M,3
615,72,M,3
7894,27,M,3
3294,75,M,3
2450,48,M,3
1503,71,M,3
3247,61,M,3
3568,40,M,3
152,1,M,3
5072,6,M,3
1456,9,M,3
1622,19,M,3
10215,38,M,3
2247,24,M,3
2205,51,M,3
1543,1,M,3
1655,41,M,3
3976,74,M,3
1383,11,M,3
439,69,M,3
1550,1,M,3
101,35,M,3
1473,39,M,3
1121,32,M,3
2254,1,M,3
3806,36,M,3
283,44,M,3
2432,8,M,3
3802,44,M,3
3821,18,M,3
3907,37,M,3
3854,8,M,3
3606,1,M,3
1939,6,W,3
5726,17,AT,3
3998,2,M,3
3021,10,M,3
1607,71,M,3
1733,18,M,3
2474,33,M,3
3816,25,M,3
766,3,M,3
695,5,M,3
2287,1,M,3
1358,39,M,3
3019,33,M,3
1641,50,M,3
1624,53,M,3
798,1,M,3
7240,17,M,3
4458,60,M,3
3596,59,M,3
1709,24,M,3
3859,53,M,3
481,72,M,3
1070,62,M,3
3280,1,M,3
689,1,M,3
4488,33,M,3
2246,1,M,3
3301,14,M,3
7997,10,M,3
1542,1,M,3
5395,47,M,3
780,3,M,3
5505,1,M,3
3178,4,M,3
500,56,M,3
3451,52,M,3
1304,40,M,3
3664,1,M,3
3038,10,M,3
951,3,M,3
1529,1,M,3
3027,62,M,3
4342,74,M,3
1582,28,M,3
2730,23,M,3
8896,28,AT,3
1716,46,M,3
986,74,M,3
1192,29,M,3
2116,70,M,3
4127,50,M,3
3791,1,W,3
3531,59,M,3
2994,77,M,3
1328,8,M,3
97,74,M,3
3648,61,M,3
2591,1,M,3
1614,63,M,3
706,49,M,3
2232,1,M,3
2946,54,M,3
2346,27,M,3
3736,54,M,3
3887,62,M,3
1672,5,M,3
1752,68,M,3
1996,6,W,3
1244,68,M,3
1213,36,M,3
3928,24,M,3
1045,3,M,3
302,7,M,3
444,26,M,3
2035,53,M,3
3942,27,W,3
9494,21,M,3
913,59,M,3
3248,77,M,3
51,67,M,3
132,40,AT,3
3512,46,M,3
6792,1,M,3
491,44,M,3
9513,59,M,3
684,49,M,3
3285,43,M,3
3434,32,M,3
2619,20,M,3
6158,67,M,3
1013,59,M,3
3523,65,M,3
136,74,M,3
632,29,M,3
3769,3,M,3
2757,54,M,3
360,32,M,3
9199,72,M,3
2752,74,M,3
10694,73,W,3
76,52,M,3
1924,66,M,3
8772,1,M,3
2505,60,M,3
7542,54,M,3
1074,59,M,3
3495,54,M,3
1904,70,M,3
1040,19,M,3
776,66,M,3
3162,63,W,3
379,32,M,3
3731,70,M,3
1323,43,M,3
580,75,M,3
2805,39,M,3
1399,45,M,3
1210,28,M,3
8972,70,M,3
891,34,M,3
2888,19,M,3
832,42,M,3
1905,34,M,3
7713,50,W,3
4099,54,M,3
3055,15,M,3
1715,60,M,3
1646,1,W,3
612,1,M,3
450,59,M,3
10445,72,M,3
268,3,M,3
3240,35,W,3
877,1,M,3
621,52,M,3
1124,26,M,3
687,27,M,3
3590,57,M,3
3459,76,M,3
2389,40,M,3
2837,46,M,3
2190,41,W,3
3746,70,M,3
2982,19,M,3
9263,68,M,3
1405,53,M,3
1954,72,M,3
1973,71,M,3
3448,58,W,3
1913,48,M,3
958,72,M,3
3199,66,M,3
375,68,M,3
1270,55,AT,3
9548,62,M,3
3522,16,M,3
669,35,M,3
732,38,M,3
4585,27,M,3
171,46,M,3
3676,58,M,3
1082,2,M,3
6699,35,M,3
1219,1,M,3
4803,26,M,3
1528,50,M,3
9510,1,M,3
7926,69,W,3
3591,1,AT,3
1058,47,M,3
1431,41,M,3
181,21,M,3
603,62,M,3
409,1,M,3
3584,55,M,3
93,2,M,3
2104,48,M,3
2710,12,M,3
3957,33,W,3
1869,1,M,3
2397,70,M,3
2603,9,M,3
3723,2,M,3
3668,1,M,3
2400,40,M,3
3015,19,M,3
558,10,M,3
3114,1,M,3
4626,9,M,3
1444,70,M,3
4447,62,M,3
3515,68,M,3
8158,48,W,3
848,31,M,3
1086,37,M,3
2602,46,M,3
4768,39,M,3
507,52,M,3
3647,77,M,3
3180,1,M,3
1271,17,M,3
2870,1,M,3
3645,36,M,3
3239,5,M,3
3485,53,M,3
567,15,M,3
373,67,M,3
2977,28,M,3
488,25,M,3
3120,1,M,3
3801,1,M,3
72,1,W,3
10361,21,M,3
587,19,M,3
1097,67,M,3
3206,38,M,3
3696,1,M,3
2387,70,M,3
3585,1,M,3
2706,47,M,3
2773,38,M,3
1781,10,M,3
962,64,M,3
2395,3,M,3
3227,1,M,3
2295,57,M,3
9631,11,M,3
140,24,M,3
788,12,M,3
2040,75,M,3
1029,26,M,3
3318,62,M,3
2420,35,M,3
3432,1,M,3
6688,16,M,3
3899,22,M,3
1275,32,M,3
1087,55,M,3
1396,46,M,3
3573,59,M,3
3149,57,M,3
1007,1,M,3
4379,44,M,3
2950,62,M,3
3793,5,M,3
3588,33,M,3
878,52,M,3
3864,33,M,3
1266,57,M,3
3089,12,W,3
7181,77,AT,3
1241,53,M,3
1004,70,M,3
2344,13,M,3
2530,74,M,3
170,59,M,3
2319,58,M,3
7033,75,M,3
88,31,M,3
1480,41,W,3
2526,16,M,3
2604,68,M,3
5269,49,M,3
3563,1,M,3
3550,68,M,3
1903,11,M,3
3153,2,M,3
265,19,M,3
2812,18,M,3
1609,41,M,3
2737,69,M,3
7101,54,M,3
313,73,M,3
2593,5,M,3
1232,48,M,3
2108,74,M,3
3694,70,M,3
1289,72,M,3
2445,52,M,3
7733,19,W,3
1758,21,M,3
9859,27,M,3
10711,36,M,3
725,70,M,3
1739,3,M,3
10202,70,M,3
506,67,M,3
955,59,M,3
932,20,M,3
413,18,M,3
3334,67,M,3
2625,48,W,3
2147,28,M,3
984,2,M,3
3848,20,M,3
2825,54,M,3
5602,19,AT,3
1094,35,M,3
690,10,M,3
2945,6,M,3
573,1,W,3
2131,70,M,3
2821,54,M,3
2112,44,M,3
2506,22,AT,3
1078,1,M,3
1895,35,M,3
2961,9,M,3
3426,9,W,3
3204,61,M,3
2887,76,M,3
2468,4,M,3
3350,74,M,3
858,52,M,3
2359,54,M,3
3726,54,M,3
584,31,M,3
392,1,M,3
869,16,M,3
526,67,M,3
571,72,M,3
3946,70,M,3
2573,4,M,3
593,48,M,3
4086,66,M,3
6461,50,M,3
110,36,M,3
9138,26,M,3
5837,5,M,3
971,12,M,3
81,74,M,3
4537,53,W,3
2266,50,M,3
137,70,M,3
3562,50,M,3
1893,48,M,3
2882,44,M,3
5250,8,W,3
7674,1,M,3
11123,39,M,3
1765,18,M,3
847,2,M,3
4618,3,M,3
3543,74,M,3
1471,1,M,3
3472,55,M,3
2407,1,M,3
378,68,M,3
1188,16,M,3
2652,1,M,3
3526,1,M,3
113,55,M,3
3733,33,M,3
683,74,M,3
3494,60,M,3
3518,9,M,3
4320,61,M,3
6495,6,M,3
3511,70,M,3
303,71,M,3
3932,74,M,3
2717,74,M,3
2983,42,M,3
1490,5,M,3
3443,45,M,3
11027,32,W,3
3491,51,M,3
6453,34,M,3
7907,70,M,3
2291,49,M,3
1900,27,M,3
4389,77,M,3
3192,18,M,3
836,46,M,3
3880,3,M,3
7424,68,M,3
1187,55,M,3
25,68,M,3
10954,25,M,3
1571,66,M,3
1160,39,W,3
1985,20,M,3
3359,8,M,3
9646,1,W,3
1906,1,M,3
194,44,M,3
371,12,M,3
9159,64,M,3
3040,17,M,3
4071,64,M,3
2278,1,M,3
2350,18,M,3
4438,48,M,3
2004,42,M,3
2101,9,M,3
3397,49,M,3
1267,43,M,3
2102,41,M,3
1654,30,M,3
2383,68,M,3
2134,52,M,3
1738,15,M,3
1576,35,W,3
3614,19,M,3
2066,25,M,3
2117,48,M,3
436,30,M,3
2329,1,M,3
4442,54,M,3
1325,26,M,3
715,32,M,3
9491,7,W,3
2917,68,M,3
503,1,M,3
2794,74,M,3
2191,1,M,3
2947,57,M,3
2086,70,W,3
3020,3,M,3
1211,49,M,3
2724,11,M,3
963,7,M,3
3749,68,M,3
1223,70,M,3
613,74,AT,3
2149,7,M,3
416,6,M,3
1501,50,M,3
2114,30,M,3
176,71,W,3
3066,74,M,3
911,60,M,3
779,16,M,3
916,1,M,3
271,1,M,3
2439,74,M,3
2210,31,M,3
1885,47,M,3
447,5,M,3
3549,27,M,3
1563,47,M,3
753,31,M,3
2764,53,M,3
2973,23,M,3
2209,65,M,3
2013,54,M,3
1935,38,M,3
382,14,M,3
42,39,M,3
945,18,M,3
8038,47,M,3
967,15,M,3
3741,65,M,3
3311,8,M,3
656,3,M,3
1667,56,M,3
3789,6,M,3
7637,46,M,3
4010,30,M,3
4144,1,M,3
3347,4,M,3
2976,13,M,3
4480,58,M,3
4969,60,W,3
1274,54,W,3
7099,1,M,3
166,17,M,3
1367,74,M,3
2795,11,M,3
2034,54,M,3
2622,1,M,3
10562,51,M,3
1593,16,M,3
3004,11,M,3
617,74,M,3
2746,24,M,3
3427,36,M,3
58,29,M,3
918,60,M,3
324,1,M,3
9826,68,M,3
2094,73,M,3
20,74,M,3
2930,1,M,3
182,47,M,3
1517,5,M,3
4186,1,M,3
3467,17,M,3
1350,21,W,3
10220,44,M,3
2792,1,M,3
1504,1,M,3
3161,48,M,3
987,15,M,3
2360,26,M,3
399,1,M,3
637,49,M,3
3353,74,M,3
4588,12,M,3
10,54,M,3
2113,7,M,3
2677,5,M,3
6062,24,M,3
2065,61,M,3
1894,6,M,3
1117,68,M,3
833,31,M,3
3155,28,M,3
242,69,M,3
812,1,M,3
3774,72,M,3
3272,53,M,3
7990,9,M,3
7262,70,M,3
3504,70,M,3
2347,38,M,3
269,3,M,3
1258,3,M,3
3418,42,AT,3
871,1,M,3
2953,1,M,3
3126,17,M,3
1293,40,M,3
406,63,M,3
4456,14,M,3
174,52,M,3
694,67,M,3
2885,1,M,3
2872,1,M,3
920,58,M,3
1525,57,M,3
1997,74,M,3
1679,68,M,3
7082,57,M,3
1910,60,M,3
5362,76,W,3
1408,10,M,3
125,2,AT,3
2655,1,M,3
2314,2,M,3
297,74,M,3
2914,4,M,3
4405,41,M,3
