client_id,district_id,age,gender
1757,1,62,F
1758,35,52,M
1759,63,76,F
1760,77,76,M
1761,45,51,M
1762,61,43,M
1763,46,32,M
1764,66,28,M
1765,9,24,M
1768,29,48,M
1769,12,50,M
1770,12,48,F
1771,54,72,F
1772,73,20,F
1774,32,28,F
1775,73,56,M
1776,30,45,F
1777,69,36,F
1778,69,31,M
1779,37,64,M
1780,54,45,F
1781,67,75,M
1782,19,51,M
1783,1,53,F
1784,2,19,F
1785,39,24,M
1786,63,65,F
1787,63,68,M
1788,1,49,M
1789,61,66,F
1790,1,46,M
1791,5,33,F
1792,54,24,M
1793,41,54,F
1794,54,59,F
1795,38,39,F
1796,10,61,M
1797,10,58,F
1798,70,66,M
1799,36,40,M
1800,63,56,F
1801,66,29,M
1802,66,35,F
1803,25,53,F
1806,5,47,M
1807,47,64,M
1808,47,66,F
1809,24,68,M
1810,41,80,M
1811,1,60,M
1812,36,52,F
1813,36,50,M
1814,57,59,M
1815,16,22,F
1816,62,48,M
1817,47,46,F
1818,47,43,M
1819,43,20,F
1820,50,71,F
1821,1,58,M
1822,71,77,F
1823,1,21,F
1824,69,39,M
1825,51,25,F
1826,13,62,M
1827,13,58,F
1828,69,37,M
1829,51,57,F
1830,33,47,M
1831,51,23,M
1832,1,33,F
1833,30,33,M
1834,7,72,M
1835,7,71,F
1836,36,55,F
1837,67,42,M
1838,67,40,F
1839,5,63,F
1840,5,64,M
1841,67,46,F
1842,9,56,M
1843,48,60,F
1844,74,77,F
1845,74,81,M
1846,48,19,M
1847,52,20,F
1848,6,75,F
1849,57,77,F
1850,52,57,F
1851,31,24,F
1852,50,37,M
1853,1,34,M
1854,70,67,F
1856,54,31,F
1857,54,35,M
1860,1,35,F
1861,29,42,M
1862,50,22,F
1863,54,47,M
1864,22,51,M
1865,22,50,F
1866,64,57,F
1867,1,55,F
1868,60,19,M
1869,1,66,F
1870,1,64,M
1871,1,19,F
1872,52,36,F
1873,52,31,M
1874,1,53,M
1875,15,23,M
1876,1,48,M
1877,47,42,F
1878,47,36,M
1879,21,55,F
1880,1,25,M
1881,72,65,M
1882,72,67,F
1883,18,38,F
1884,59,23,F
1885,47,29,F
1886,34,79,M
1887,54,73,M
1888,66,81,F
1889,32,42,F
1890,14,44,F
1891,62,40,F
1892,66,71,M
1893,66,65,F
1894,1,52,F
1895,47,34,F
1896,48,17,M
1897,36,30,F
1898,73,38,M
1899,10,58,M
1900,23,34,M
1901,23,37,F
1903,1,60,F
1904,66,58,M
1905,72,50,F
1906,63,77,M
1907,75,71,F
1908,33,79,M
1909,35,55,F
1910,67,53,M
1911,48,61,F
1912,57,27,M
1913,69,31,M
1914,39,57,F
1915,39,60,M
1916,28,73,M
1917,69,30,F
1919,30,50,M
1920,42,24,M
1921,1,53,F
1922,1,50,M
1923,1,41,F
1924,67,61,M
1925,37,61,M
1926,37,64,F
1927,77,47,M
1928,77,47,F
1929,65,44,F
1930,38,65,F
1931,16,57,F
1932,15,59,F
1934,70,66,F
1935,68,70,F
1936,15,44,F
1937,15,39,M
1938,57,60,F
1939,1,74,M
1940,1,76,F
1941,10,78,F
1942,10,84,M
1943,39,73,M
1944,31,42,F
1945,54,45,M
1946,72,64,M
1947,23,18,M
1948,71,60,F
1949,71,57,M
1950,26,70,M
1951,41,28,M
1952,52,28,F
1953,52,34,M
1954,69,47,M
1955,66,28,F
1956,1,74,F
1957,63,27,M
1958,63,22,F
1959,1,79,M
1960,22,53,M
1961,31,79,F
1962,6,49,M
1963,38,54,M
1964,17,68,M
1965,75,60,M
1966,19,51,F
1967,1,36,F
1968,1,39,M
1969,53,73,F
1970,1,52,F
1971,3,30,F
1972,1,53,F
1973,60,68,F
1974,10,81,M
1975,10,84,F
1976,72,81,M
1977,10,64,F
1978,18,47,F
1979,51,73,F
1980,77,40,M
1981,19,29,F
1982,53,22,M
1983,53,17,F
1984,1,73,M
1985,6,62,M
1986,6,57,F
1988,13,47,M
1989,50,60,F
1990,50,56,M
1991,64,81,M
1993,1,24,M
1994,1,32,F
1995,50,58,F
1996,1,62,M
1997,1,22,F
1998,40,21,F
1999,74,17,F
2000,39,57,F
2001,34,22,F
2002,70,81,F
2003,70,78,M
2004,1,25,F
2005,30,20,M
2006,41,37,F
2007,41,41,M
2008,47,59,M
2009,12,63,M
2010,37,47,M
2011,46,74,F
2012,46,76,M
2013,1,59,F
2015,1,31,F
2016,55,65,M
2017,55,68,F
2018,56,54,F
2019,73,67,M
2020,73,74,F
2021,67,80,M
2022,56,60,M
2023,56,68,F
2024,62,65,M
2025,39,58,M
2026,39,65,F
2027,12,69,M
2028,12,75,F
2029,5,76,F
2030,5,19,F
2031,54,73,M
2032,1,56,M
2033,1,62,F
2034,13,73,M
2035,13,71,F
2037,69,51,F
2038,1,19,F
2039,68,30,F
2040,59,55,M
2041,68,43,M
2042,49,17,M
2043,77,45,F
2044,32,38,F
2045,28,43,M
2046,28,47,F
2047,11,56,F
2048,23,71,F
2049,70,72,M
2050,70,67,F
2051,74,81,F
2052,74,85,M
2053,16,81,M
2054,48,51,M
2055,56,23,F
2056,1,21,M
2057,6,23,F
2058,76,28,M
2059,43,27,M
2060,43,28,F
2061,63,46,M
2062,63,45,F
2063,68,49,F
2064,53,73,M
2065,64,21,M
2066,1,27,M
2067,56,20,M
2068,72,69,F
2069,70,76,F
2070,70,27,F
2071,1,26,M
2072,75,55,F
2073,22,43,M
2074,24,38,F
2075,74,77,M
2076,63,42,F
2077,44,69,F
2078,10,21,F
2079,72,74,F
2080,60,36,M
2081,46,27,F
2082,67,66,M
2083,71,56,M
2084,1,70,F
2085,1,71,M
2086,35,45,F
2087,68,22,M
2088,32,51,F
2089,70,32,F
2090,70,29,M
2091,48,71,F
2092,72,54,M
2093,48,29,M
2094,48,24,F
2095,9,25,M
2096,74,25,F
2097,53,63,M
2098,53,60,F
2099,1,81,M
2100,33,68,F
2101,33,64,M
2102,51,58,M
2103,18,55,F
2104,37,51,M
2105,42,52,F
2106,74,78,F
2107,74,76,M
2108,77,54,F
2109,15,49,F
2110,3,32,F
2111,57,75,F
2112,21,72,M
2113,68,62,M
2114,51,81,M
2115,51,85,F
2116,76,69,M
2117,53,54,M
2118,1,29,M
2119,30,39,F
2121,64,20,M
2122,1,29,F
2123,53,17,M
2124,68,50,F
2125,71,24,M
2126,52,24,F
2128,38,44,F
2129,75,37,M
2130,21,54,F
2131,39,24,F
2132,39,30,M
2133,53,78,F
2134,53,82,M
2135,24,59,F
2136,28,59,F
2137,73,37,F
2138,68,19,M
2139,18,67,F
2140,18,73,M
2141,28,48,M
2142,21,58,F
2143,21,51,M
2144,15,39,F
2145,39,31,F
2146,65,26,M
2147,69,36,F
2148,31,46,F
2149,33,76,F
2150,61,58,M
2151,61,54,F
2152,17,70,F
2153,36,50,F
2154,60,42,F
2155,15,41,M
2156,33,33,F
2157,11,54,M
2158,10,18,M
2159,74,69,F
2160,70,54,M
2161,1,79,F
2162,1,86,M
2163,52,81,M
2164,47,58,M
2165,47,54,F
2166,30,52,F
2167,1,18,M
2168,46,36,F
2169,46,28,M
2170,70,57,M
2171,1,41,M
2172,7,70,F
2173,56,48,F
2174,74,47,F
2175,53,57,F
2176,18,53,M
2177,24,57,F
2178,46,60,M
2179,9,60,F
2180,51,27,F
2181,46,31,M
2182,75,70,F
2183,75,68,M
2184,24,29,M
2185,20,42,F
2186,48,57,F
2187,40,66,M
2188,40,74,F
2189,21,37,F
2190,28,25,M
2191,28,20,F
2192,1,43,F
2193,1,47,M
2194,50,38,F
2195,68,57,F
2196,31,44,F
2197,47,37,F
2198,17,79,F
2199,17,88,M
2200,66,46,M
2201,44,70,M
2202,44,71,F
2203,10,60,M
2204,54,53,F
2205,55,47,M
2206,10,35,F
2207,70,38,F
2208,70,40,M
2209,30,72,F
2210,30,66,M
2211,3,79,F
2212,52,27,M
2213,3,31,M
2214,5,53,M
2215,10,74,M
2216,1,27,F
2217,1,25,M
2218,43,31,M
2219,43,35,F
2220,20,47,F
2221,20,54,M
2222,1,65,F
2223,70,56,F
2224,54,67,M
2225,4,39,F
2226,74,35,F
2227,42,24,M
2228,43,59,F
2229,68,55,M
2230,5,30,M
2231,21,28,F
2232,36,32,M
2233,36,35,F
2235,14,59,F
2236,44,21,F
2237,47,41,M
2238,47,45,F
2239,6,23,F
2240,47,67,F
2241,47,73,M
2242,1,23,F
2243,1,19,M
2246,55,46,F
2247,35,21,F
2248,7,24,M
2249,32,54,F
2250,34,61,F
2251,26,28,F
2252,37,34,M
2253,37,42,F
2254,72,72,F
2255,50,76,F
2256,70,25,M
2257,62,20,F
2258,62,20,M
2259,19,49,F
2260,62,37,F
2261,62,43,M
2263,1,65,M
2264,4,56,M
2265,52,22,M
2266,16,60,M
2267,1,33,F
2268,10,61,M
2269,48,36,F
2270,61,39,F
2271,61,35,M
2274,9,35,M
2275,9,34,F
2276,44,67,F
2277,1,20,M
2278,76,78,M
2279,52,46,M
2280,10,25,F
2281,76,21,F
2282,60,26,M
2283,1,38,M
2286,54,33,F
2287,47,20,M
2288,32,42,F
2289,32,45,M
2290,31,45,F
2291,6,42,M
2292,59,78,M
2293,1,30,M
2294,32,47,F
2295,22,60,F
2296,22,57,M
2297,48,34,M
2298,48,30,F
2299,6,59,F
2300,35,38,F
2301,35,39,M
2302,74,42,M
2303,61,60,F
2304,61,60,M
2305,70,50,F
2306,70,56,M
2307,26,76,M
2308,27,25,F
2309,15,23,F
2310,40,60,M
2311,40,64,F
2312,11,24,F
2313,70,19,M
2314,34,40,F
2315,34,36,M
2316,1,29,M
2317,1,23,M
2318,20,76,F
2319,40,29,F
2320,60,48,M
2321,68,31,F
2322,15,71,M
2323,48,57,F
2324,27,21,M
2325,2,44,F
2326,72,54,F
2327,73,80,M
2328,24,31,M
2329,18,26,M
2330,40,51,F
2331,42,42,F
2332,60,50,F
2333,60,50,M
2335,66,65,F
2336,12,77,M
2337,12,82,F
2338,58,42,F
2339,58,43,M
2340,42,46,M
2341,42,52,F
2342,70,51,M
2343,1,40,M
2344,3,75,F
2345,33,57,M
2346,33,52,F
2347,35,56,F
2348,35,66,M
2349,46,31,F
2350,46,32,M
2351,38,34,M
2352,70,22,F
2353,4,70,F
2354,1,32,M
2355,6,51,F
2356,52,69,M
2357,52,62,F
2358,74,53,F
2359,74,46,M
2361,9,31,M
2362,9,25,F
2363,43,52,M
2364,56,28,F
2365,46,46,F
2366,35,69,M
2367,35,68,F
2368,64,56,F
2369,64,59,M
2370,41,43,F
2371,70,43,F
2372,23,28,F
2373,15,45,M
2374,9,31,M
2375,72,34,F
2376,72,35,M
2377,49,49,M
2378,63,46,F
2379,33,35,F
2380,40,72,M
2381,40,68,F
2382,62,72,F
2383,31,52,F
2384,31,53,M
2385,13,66,M
2386,13,65,F
2387,77,54,F
2388,42,28,M
2389,25,75,M
2390,57,61,M
2391,1,57,M
2392,26,44,M
2393,16,23,F
2394,5,37,M
2395,8,46,M
2396,41,50,F
2397,46,81,M
2398,71,44,F
2399,42,56,F
2400,19,40,M
2401,26,51,F
2402,41,51,M
2403,1,36,F
2404,27,22,F
2405,27,24,M
2406,49,43,F
2407,51,24,M
2408,6,59,F
2409,54,35,M
2410,73,26,F
2411,73,31,M
2412,20,19,M
2413,46,38,M
2414,54,49,F
2415,54,42,M
2416,72,45,F
2417,48,61,F
2418,1,46,F
2419,1,45,F
2420,48,27,F
2421,48,29,M
2422,68,23,F
2423,42,42,M
2424,54,79,M
2425,6,22,F
2426,74,72,M
2427,74,65,F
2428,1,53,F
2429,70,26,M
2430,5,62,M
2431,75,33,M
2432,27,75,F
2433,32,35,M
2434,42,54,F
2435,16,56,F
2436,25,65,F
2437,45,63,M
2438,52,53,F
2439,52,55,M
2440,17,64,M
2441,1,71,M
2442,1,72,F
2443,75,50,M
2444,4,65,M
2445,54,30,M
2447,68,27,M
2448,68,28,F
2449,1,32,M
2450,54,24,F
2451,42,60,M
2452,64,47,F
2453,13,75,M
2454,69,59,F
2455,72,80,M
2456,72,76,F
2457,68,59,M
2458,68,67,F
2459,20,25,F
2460,19,36,F
2461,64,32,M
2462,19,65,M
2463,7,55,M
2464,30,54,M
2465,51,26,M
2467,36,53,F
2468,71,34,M
2469,54,42,F
2470,53,56,M
2471,53,57,F
2472,70,23,F
2473,20,23,F
2474,42,42,M
2475,44,17,F
2476,75,42,F
2477,75,47,M
2478,48,59,F
2479,31,40,F
2480,46,23,F
2481,6,51,M
2482,34,74,M
2483,34,70,F
2484,68,30,M
2485,20,66,M
2486,76,38,F
2487,67,32,F
2488,9,19,F
2489,64,24,F
2490,61,38,F
2491,5,60,F
2492,5,56,M
2493,1,37,M
2494,37,28,M
2495,58,60,F
2496,1,27,M
2497,34,37,F
2498,37,19,M
2499,13,55,M
2500,24,53,F
2501,70,59,F
2502,1,64,F
2503,54,22,F
2504,61,49,M
2505,25,39,F
2506,76,23,M
2507,37,47,F
2508,72,34,F
2509,72,28,M
2510,72,40,F
2511,35,24,F
2512,35,25,M
2513,41,58,M
2514,59,42,M
2515,12,41,M
2516,33,57,F
2517,18,75,M
2518,18,78,F
2519,29,29,F
2520,62,55,M
2521,55,52,F
2522,74,62,M
2523,74,62,F
2524,36,40,M
2525,36,47,F
2526,1,35,M
2527,44,52,F
2528,25,22,M
2529,70,60,M
2530,8,49,M
2531,5,45,F
2532,29,62,M
2533,40,70,F
2534,1,56,M
2535,1,54,M
2536,64,38,M
2537,73,42,M
2538,56,19,M
2539,32,27,F
2540,46,18,M
2542,3,55,M
2543,3,47,F
2545,9,46,F
2546,41,38,F
2547,48,46,F
2548,48,46,M
2549,70,76,F
2550,1,23,F
2551,70,60,F
2552,74,35,F
2553,34,23,M
2554,64,58,M
2555,42,36,M
2556,44,48,F
2557,7,42,M
2558,30,40,M
2559,8,34,F
2560,70,25,F
2561,48,54,M
2562,42,47,M
2563,74,28,M
2565,64,53,M
2566,29,36,F
2567,64,56,M
2568,64,61,F
2569,69,51,M
2570,69,52,F
2571,43,20,F
2572,1,46,M
2573,1,34,F
2574,29,67,F
2576,46,20,F
2577,70,81,M
2578,76,45,M
2579,11,64,F
2580,11,64,M
2581,52,46,F
2582,51,61,M
2583,75,62,M
2584,4,55,F
2585,75,28,F
2586,8,33,M
2587,8,26,F
2588,33,41,M
2589,21,36,M
2590,42,35,F
2591,42,39,M
2592,1,19,F
2593,1,22,M
2594,55,36,M
2596,31,38,M
2597,28,30,F
2598,28,34,M
2599,1,53,M
2600,7,76,F
2601,37,38,M
2602,37,33,F
2603,38,27,F
2604,22,73,M
2605,22,74,F
2606,31,56,M
2607,63,56,M
2608,58,56,F
2609,1,22,M
2610,1,19,F
2611,77,61,M
2612,38,24,M
2613,1,22,M
2614,72,53,M
2615,64,54,F
2616,50,29,M
2617,50,37,F
2618,17,57,M
2619,63,30,F
2620,63,31,M
2621,51,43,M
2622,71,26,M
2623,16,34,F
2625,57,27,M
2626,1,59,M
2628,1,68,F
2629,1,68,M
2630,64,62,F
2631,18,29,M
2632,18,36,F
2633,1,32,F
2635,67,33,F
2636,28,81,M
2637,64,64,M
2638,1,57,M
2639,45,49,F
2640,45,48,M
2642,22,26,M
2643,54,53,F
2644,6,35,F
2645,67,79,M
2646,63,62,F
2647,9,59,M
2648,9,65,F
2650,75,24,M
2651,75,30,F
2652,41,50,F
2653,1,49,M
2654,59,60,F
2655,44,36,M
2656,54,44,M
2657,73,51,M
2658,11,66,M
2659,46,58,M
2661,1,38,F
2662,1,21,M
2663,8,23,M
2666,47,64,F
2667,9,27,M
2668,9,24,F
2669,51,72,M
2670,45,63,M
2671,35,27,F
2672,7,59,F
2673,65,40,M
2674,65,47,F
2675,31,75,M
2676,61,38,M
2677,33,77,M
2678,33,81,F
2679,1,61,M
2680,1,54,F
2681,45,28,F
2682,45,24,M
2683,48,70,F
2684,74,46,F
2685,73,30,F
2686,19,48,F
2687,19,50,M
2688,60,32,F
2689,16,76,M
2690,58,28,F
2691,47,35,M
2692,44,74,M
2693,46,23,F
2694,15,72,F
2695,15,70,M
2696,2,52,M
2697,2,51,F
2698,31,29,F
2699,31,22,M
2700,34,54,M
2701,1,47,M
2702,7,80,M
2703,2,26,F
2704,1,50,F
2705,43,75,M
2706,3,32,M
2707,45,30,M
2708,73,41,M
2709,26,53,M
2712,25,43,M
2713,36,37,M
2714,6,29,F
2715,7,42,M
2716,25,30,F
2717,46,69,M
2718,46,67,F
2719,29,35,F
2720,1,50,F
2721,24,49,F
2724,35,24,M
2726,1,26,F
2727,1,31,M
2728,74,77,M
2729,1,33,M
2730,52,52,M
2731,38,72,M
2732,57,46,F
2733,3,72,F
2734,3,65,M
2735,64,71,M
2736,1,41,F
2738,1,48,M
2739,13,49,M
2740,36,32,F
2741,41,69,F
2742,65,51,F
2743,50,60,F
2744,50,56,M
2745,54,60,F
2746,1,28,M
2747,6,63,M
2748,6,63,F
2749,14,78,F
2750,14,86,M
2751,68,42,F
2752,48,28,M
2754,66,21,F
2755,1,29,F
2756,31,80,F
2758,1,53,M
2759,2,25,M
2760,68,24,F
2761,1,22,F
2762,29,46,F
2765,36,18,F
2766,70,40,M
2767,70,45,F
2768,1,35,M
2769,69,62,M
2770,1,45,M
2771,37,79,M
2772,37,76,F
2773,49,80,F
2774,49,78,M
2775,41,21,F
2776,31,65,F
2777,46,29,F
2778,57,35,M
2779,29,51,M
2780,29,52,F
2781,46,39,F
2782,31,59,M
2783,1,59,M
2784,36,41,F
2785,22,37,M
2786,24,48,M
2787,41,23,F
2788,49,48,F
2789,1,48,F
2790,16,24,M
2791,60,78,M
2794,18,34,M
2795,18,31,F
2796,15,25,M
2797,28,49,M
2798,65,68,M
2799,4,38,F
2800,2,50,M
2801,75,80,M
2802,1,33,F
2803,68,68,M
2804,68,63,F
2805,73,35,M
2806,58,44,F
2808,8,25,F
2809,33,20,M
2810,72,28,M
2811,1,53,F
2812,55,29,F
2813,70,58,M
2814,19,26,F
2815,35,69,M
2816,35,61,F
2817,1,22,F
2818,54,36,M
2819,8,19,M
2820,77,33,M
2821,45,19,F
2822,50,41,M
2823,70,53,F
2824,39,58,M
2825,65,41,M
2826,59,64,M
2827,63,76,M
2828,14,50,F
2829,33,60,F
2830,51,25,M
2831,68,19,F
2832,13,72,M
2833,13,76,F
2834,52,50,M
2835,27,33,M
2836,38,80,F
2837,38,72,M
2838,65,34,M
2839,72,71,F
2840,72,65,M
2841,18,26,F
2842,74,41,M
2843,70,33,F
2844,51,37,M
2845,7,47,M
2846,1,30,F
2847,34,57,F
2848,34,60,M
2849,19,71,M
2850,7,29,M
2851,54,60,M
2852,26,57,F
2853,28,43,F
2854,16,50,M
2855,16,42,F
2856,47,76,M
2857,33,72,M
2858,42,73,F
2859,68,71,F
2860,28,41,M
2862,49,35,F
2863,49,31,M
2864,51,47,F
2865,15,51,M
2866,15,50,F
2867,1,39,F
2868,14,66,M
2869,1,24,M
2870,29,40,M
2871,71,32,F
2872,77,66,F
2873,16,24,F
2874,34,27,M
2875,46,63,M
2876,1,22,M
2877,59,67,M
2878,68,52,M
2879,40,22,M
2880,60,47,M
2881,12,32,F
2882,70,68,M
2883,30,46,M
2884,40,41,F
2885,1,34,F
2886,1,41,M
2887,2,38,F
2888,1,21,F
2889,25,56,M
2890,62,48,M
2891,62,42,F
2892,3,58,F
2893,2,72,F
2894,70,51,F
2895,70,22,F
2896,1,24,F
2897,40,74,M
2898,40,79,F
2899,16,81,M
2900,18,76,M
2901,25,60,F
2902,8,40,F
2903,8,40,M
2904,64,53,F
2905,64,48,M
2906,5,65,M
2907,5,67,F
2908,1,28,M
2909,26,63,M
2910,76,63,M
2911,45,67,M
2912,45,74,F
2913,44,37,M
2915,33,45,F
2916,1,27,M
2917,16,59,M
2918,5,32,M
2919,5,29,F
2920,44,37,F
2921,64,23,F
2922,43,59,M
2923,35,22,F
2924,18,58,F
2925,18,52,M
2926,27,65,M
2927,27,70,F
2928,38,67,M
2929,1,41,M
2930,41,58,M
2932,1,59,F
2933,72,57,M
2934,72,51,F
2935,61,55,F
2936,3,54,F
2937,74,50,M
2938,8,78,F
2939,8,81,M
2940,1,34,M
2941,38,48,M
2942,67,33,F
2943,1,19,F
2944,71,56,F
2945,74,78,M
2946,74,73,F
2947,19,42,F
2948,47,21,M
2949,14,56,M
2950,46,55,M
2951,76,49,F
2952,52,21,F
2953,3,63,M
2954,38,40,F
2955,38,47,M
2956,23,60,M
2957,23,21,M
2958,48,24,M
2959,54,42,M
2960,1,71,M
2961,1,66,F
2962,1,61,M
2963,1,60,F
2964,8,21,M
2965,30,81,F
2966,65,44,M
2967,53,38,F
2968,40,37,M
2969,55,76,M
2970,55,77,F
2971,1,22,F
2972,1,23,M
2974,56,48,F
2975,33,56,F
2976,57,77,F
2977,39,36,M
2978,33,51,F
2979,4,38,F
2980,11,25,M
2981,16,50,F
2982,6,26,F
2983,6,32,M
2984,60,36,F
2985,60,39,M
2986,14,47,M
2987,14,53,F
2988,33,38,M
2989,17,50,F
2990,32,61,F
2991,32,58,M
2992,11,33,M
2994,18,36,M
2995,35,58,F
2996,1,34,M
2997,1,58,F
2998,1,38,M
2999,74,20,F
3000,41,71,F
3001,1,41,M
3002,42,44,F
3003,69,26,F
3004,69,28,M
3005,43,68,M
3006,22,26,F
3007,76,35,M
3008,73,80,M
3009,62,42,F
3010,62,39,M
3011,74,44,M
3012,70,44,F
3013,51,49,F
3014,51,46,M
3015,73,47,M
3016,40,22,M
3017,2,58,M
3018,61,21,M
3019,30,30,M
3020,32,57,F
3021,1,38,M
3022,1,45,F
3023,16,40,M
3024,60,70,M
3025,60,67,F
3026,22,52,M
3027,62,40,M
3028,34,67,F
3029,43,29,M
3030,68,23,F
3031,40,34,F
3032,40,40,M
3035,27,35,M
3036,16,58,F
3037,64,57,M
3038,6,53,F
3039,55,30,F
3041,4,72,F
3042,18,31,F
3043,63,48,F
3044,36,54,M
3045,10,49,F
3046,1,74,F
3047,45,24,M
3048,16,76,F
3049,6,32,M
3050,6,32,F
3051,65,71,M
3054,74,41,M
3055,51,68,M
3056,38,40,F
3057,38,37,M
3058,49,56,F
3059,61,22,M
3060,61,39,M
3061,61,34,F
3062,41,69,F
3063,27,28,M
3064,42,69,M
3065,24,78,F
3066,54,17,F
3067,57,47,F
3068,57,45,M
3069,21,56,M
3070,46,79,M
3071,38,32,F
3072,1,63,M
3073,1,62,F
3074,1,41,M
3075,74,58,M
3076,57,37,F
3077,50,65,F
3078,50,67,M
3079,67,56,M
3080,5,48,F
3081,5,54,M
3082,52,20,F
3083,41,28,M
3084,23,48,F
3085,62,53,F
3086,62,51,M
3087,46,40,F
3088,40,49,M
3089,46,25,M
3090,32,31,M
3091,15,33,F
3092,59,32,F
3093,35,33,M
3094,48,49,M
3095,36,46,M
3096,74,17,M
3097,48,51,M
3098,17,61,M
3099,17,34,M
3100,2,68,M
3101,1,58,M
3102,61,20,F
3103,64,26,F
3104,4,17,F
3105,68,52,M
3106,72,71,F
3107,30,39,M
3108,30,37,F
3109,7,67,F
3110,54,68,M
3111,54,75,F
3112,24,60,M
3113,60,28,F
3114,60,28,M
3115,72,38,M
3116,28,48,M
3117,62,58,F
3118,62,59,M
3119,50,63,F
3120,75,35,M
3121,57,43,F
3122,57,40,M
3123,1,20,M
3124,5,41,F
3125,10,77,F
3126,47,61,M
3127,1,79,F
3128,69,55,F
3129,5,53,F
3130,19,44,F
3131,1,64,F
3132,1,24,F
3133,31,26,F
3134,1,61,M
3135,48,30,M
3136,1,36,M
3137,70,52,M
3138,70,56,F
3139,46,43,F
3140,46,40,M
3141,9,74,F
3142,68,80,M
3143,21,55,F
3144,1,80,M
3145,1,78,F
3146,1,51,M
3147,19,35,F
3148,3,57,M
3149,3,64,F
3150,54,67,F
3151,1,48,F
3152,1,63,M
3153,26,75,M
3154,26,73,F
3155,44,26,F
3156,68,45,F
3157,1,57,F
3158,1,59,F
3159,24,69,M
3160,20,48,M
3161,66,19,M
3162,55,39,M
3163,1,35,F
3164,1,37,M
3165,3,23,F
3166,31,44,M
3167,48,56,F
3170,76,78,M
3171,76,75,F
3172,64,48,M
3173,66,53,F
3174,66,47,M
3175,64,49,F
3176,1,62,M
3177,24,61,M
3178,25,30,F
3179,45,51,F
3180,45,55,M
3181,27,56,M
3182,18,74,F
3183,70,19,M
3184,5,40,F
3185,17,27,F
3186,1,44,F
3187,7,47,M
3188,68,23,F
3190,1,79,F
3191,56,24,F
3192,6,60,M
3193,28,49,F
3194,51,24,F
3195,2,28,F
3196,72,21,F
3197,1,41,M
3198,1,46,F
3199,1,42,F
3200,1,45,M
3201,66,46,F
3202,56,77,M
3203,1,40,F
3204,1,43,M
3205,1,78,F
3206,1,78,M
3207,55,74,F
3208,27,52,M
3209,27,60,F
3210,14,36,M
3211,17,32,F
3213,1,58,M
3214,71,77,M
3215,64,63,F
3216,58,40,M
3217,61,22,M
3218,49,34,M
3219,49,40,F
3220,23,42,M
3221,23,46,F
3222,21,22,M
3225,13,42,M
3226,1,48,M
3227,59,49,F
3228,34,42,M
3229,50,20,M
3230,1,17,F
3231,21,38,M
3232,5,23,M
3233,1,19,M
3234,67,80,F
3235,46,49,F
3236,28,39,F
3239,7,18,F
3240,67,62,F
3241,26,65,M
3242,26,62,F
3243,71,79,F
3244,72,66,M
3245,70,47,M
3246,66,68,M
3247,69,41,F
3248,28,70,F
3249,17,40,M
3250,17,37,F
3251,52,37,F
3252,52,38,M
3253,70,53,M
3254,1,69,M
3255,8,29,F
3256,49,23,M
3257,73,21,F
3258,74,39,F
3259,71,49,M
3260,74,57,F
3261,74,49,M
3262,61,58,F
3264,63,49,F
3265,47,36,F
3266,47,39,M
3267,61,48,M
3268,1,43,F
3269,2,25,M
3270,12,59,M
3271,58,57,F
3272,9,79,F
3273,9,81,M
3274,26,70,M
3275,26,75,F
3276,52,19,M
3277,42,33,M
3278,42,37,F
3279,66,45,F
3280,66,41,M
3281,74,49,M
3282,29,18,M
3283,10,66,M
3284,2,63,M
3285,2,56,F
3286,74,27,F
3287,74,21,M
3288,69,73,M
3289,75,22,F
3290,11,30,F
3291,52,52,M
3292,18,59,M
3293,1,46,F
3294,52,42,M
3295,40,33,F
3296,23,30,M
3297,1,31,M
3298,5,57,F
3299,76,38,F
3300,53,49,M
3302,52,35,F
3303,52,34,M
3304,69,60,M
3305,41,28,F
3306,27,51,M
3307,14,20,F
3308,15,51,M
3309,15,57,F
3310,23,45,M
3311,51,45,M
3312,70,28,F
3313,60,53,F
3314,24,68,F
3315,24,65,M
3316,1,52,F
3317,1,49,M
3319,1,20,F
3320,1,27,M
3321,13,30,F
3322,31,51,M
3323,74,18,F
3324,26,28,F
3325,26,36,M
3326,57,47,F
3327,20,62,F
3328,24,33,M
3329,54,38,M
3330,54,44,F
3331,70,29,F
3332,46,30,F
3333,10,50,F
3334,1,32,M
3335,11,32,M
3336,64,48,F
3337,53,47,M
3338,69,57,F
3339,31,23,F
3340,54,23,M
3341,54,31,F
3342,73,26,M
3344,42,38,M
3345,37,58,F
3346,37,58,M
3347,11,63,M
3348,38,21,F
3349,42,36,M
3350,30,49,M
3351,30,57,F
3352,23,80,M
3353,23,80,F
3354,62,56,F
3355,38,46,M
3356,73,25,M
3357,63,45,F
3358,16,24,M
3359,1,54,M
3360,43,23,F
3361,40,69,F
3365,1,33,F
3366,54,40,F
3367,54,47,M
3368,14,47,F
3369,1,47,M
3370,25,80,M
3371,25,80,F
3372,1,29,M
3373,5,47,M
3374,5,39,F
3375,74,45,M
3376,11,54,F
3377,11,61,M
3378,5,42,M
3379,5,50,F
3380,74,21,F
3381,70,34,F
3382,54,45,M
3383,54,43,F
3384,41,57,F
3385,11,75,F
3386,49,59,F
3387,58,56,M
3388,53,34,F
3389,39,32,F
3390,53,27,F
