account_id,credit count,credit balance mean,credit balance min,credit balance max,credit amount mean,credit amount min,credit amount max,credit amount std,withdrawal count,withdrawal balance mean,withdrawal balance min,withdrawal balance max,withdrawal amount mean,withdrawal amount min,withdrawal amount max,withdrawal amount std,OPERATION A amount mean,OPERATION A count,OPERATION B amount mean,OPERATION B count,OPERATION C amount mean,OPERATION C count,OPERATION D amount mean,OPERATION D count,OPERATION E amount mean,OPERATION E count,OPERATION F amount mean,OPERATION F count
2712,87,28459.0,400.0,37658.0,3475.0,4.0,6604.0,3257.0,146.0,26859.0,13539.0,35958.0,1896.0,15.0,12250.0,1893.0,400.0,1,6604.0,45.0,1489.0,106.0,2976.0,40.0,0.0,0.0,116.0,41.0
123,87,17890.0,200.0,27494.0,2540.0,57.0,4843.0,2398.0,127.0,16673.0,12681.0,24890.0,1617.0,15.0,4200.0,1386.0,200.0,1,4843.0,45.0,950.0,86.0,3016.0,41.0,0.0,0.0,68.0,41.0
2974,87,35838.0,1100.0,49329.0,2970.0,4.0,5582.0,2721.0,134.0,34898.0,23005.0,46443.0,1592.0,15.0,13600.0,1970.0,1100.0,1,5582.0,45.0,1612.0,94.0,1546.0,40.0,0.0,0.0,149.0,41.0
2508,87,19755.0,700.0,28294.0,2254.0,58.0,4271.0,2101.0,132.0,18841.0,12427.0,26192.0,1375.0,15.0,5750.0,1211.0,700.0,1,4271.0,45.0,1006.0,91.0,2193.0,41.0,0.0,0.0,78.0,41.0
588,104,29203.0,1000.0,40269.0,3916.0,42.0,11451.0,4099.0,232.0,26831.0,14758.0,36377.0,1686.0,15.0,8600.0,1577.0,6815.0,59,0.0,0.0,1661.0,111.0,1708.0,121.0,0.0,0.0,115.0,45.0
7231,117,53586.0,500.0,128490.0,13971.0,17.0,49103.0,15423.0,150.0,38621.0,-1278.0,103575.0,10627.0,2.0,76500.0,14064.0,22916.0,71,0.0,0.0,10627.0,150.0,0.0,0.0,0.0,0.0,164.0,46.0
3108,87,15913.0,600.0,20932.0,1622.0,18.0,3063.0,1501.0,167.0,15330.0,10510.0,20918.0,768.0,15.0,5400.0,743.0,600.0,1,3063.0,45.0,535.0,87.0,1021.0,80.0,0.0,0.0,65.0,41.0
2458,93,52371.0,1100.0,86597.0,13798.0,68.0,38880.0,14469.0,132.0,42122.0,16880.0,86567.0,9552.0,30.0,39800.0,10189.0,1500.0,3,28224.0,45.0,9552.0,132.0,0.0,0.0,0.0,0.0,191.0,45.0
3883,166,36162.0,500.0,85501.0,2057.0,2.0,45790.0,6700.0,121.0,38642.0,17338.0,84301.0,2491.0,15.0,23300.0,4706.0,2789.0,120,0.0,0.0,3001.0,82.0,0.0,0.0,1421.0,39.0,149.0,46.0
222,92,67360.0,500.0,106492.0,18471.0,72.0,51614.0,19254.0,144.0,53506.0,22805.0,106477.0,11461.0,15.0,40500.0,11804.0,1100.0,2,37468.0,45.0,11461.0,144.0,0.0,0.0,0.0,0.0,247.0,45.0
2497,103,20651.0,300.0,36634.0,3214.0,35.0,9600.0,3245.0,140.0,18533.0,11766.0,32146.0,2261.0,15.0,6600.0,1834.0,5647.0,58,0.0,0.0,1554.0,99.0,3970.0,41.0,0.0,0.0,79.0,45.0
3835,95,42032.0,900.0,54516.0,7578.0,46.0,21350.0,7821.0,192.0,36623.0,19759.0,53907.0,3554.0,15.0,19900.0,3493.0,14246.0,50,0.0,0.0,3385.0,112.0,3792.0,80.0,0.0,0.0,169.0,45.0
1372,137,37621.0,300.0,85733.0,2728.0,31.0,44595.0,7182.0,118.0,36205.0,20101.0,77148.0,2733.0,15.0,26100.0,5000.0,3987.0,92,0.0,0.0,2733.0,118.0,0.0,0.0,0.0,0.0,152.0,45.0
115,102,30551.0,800.0,50978.0,4060.0,28.0,11498.0,4081.0,139.0,28616.0,14269.0,45868.0,2691.0,15.0,9900.0,2339.0,7173.0,57,0.0,0.0,1679.0,98.0,5110.0,41.0,0.0,0.0,117.0,45.0
1189,87,21243.0,600.0,29425.0,1824.0,2.0,3433.0,1676.0,171.0,20387.0,11156.0,28280.0,765.0,15.0,4290.0,803.0,600.0,1,3433.0,45.0,432.0,91.0,1144.0,80.0,0.0,0.0,87.0,41.0
425,113,25757.0,400.0,36448.0,3115.0,29.0,9600.0,3107.0,226.0,24238.0,11748.0,34888.0,1443.0,15.0,8160.0,1580.0,5108.0,68,0.0,0.0,1855.0,105.0,1084.0,121.0,0.0,0.0,103.0,45.0
860,95,33185.0,600.0,47988.0,7009.0,30.0,19778.0,7262.0,164.0,28171.0,12910.0,47187.0,3888.0,15.0,13300.0,3482.0,13199.0,50,0.0,0.0,2539.0,124.0,8071.0,40.0,0.0,0.0,130.0,45.0
2527,138,72999.0,1000.0,145753.0,15633.0,11.0,49632.0,15794.0,189.0,57800.0,16625.0,124835.0,11080.0,15.0,61200.0,13112.0,23330.0,92,0.0,0.0,12596.0,147.0,5774.0,42.0,0.0,0.0,240.0,46.0
9883,99,41214.0,-135.0,112795.0,11818.0,1.0,49805.0,14761.0,187.0,32436.0,-1212.0,98473.0,6089.0,0.0,64800.0,9200.0,20087.0,58,0.0,0.0,7605.0,93.0,4588.0,94.0,0.0,0.0,120.0,41.0
1535,125,32282.0,200.0,54470.0,2543.0,20.0,15500.0,2511.0,133.0,31185.0,10548.0,54455.0,1980.0,15.0,12640.0,1886.0,3898.0,80,0.0,0.0,1646.0,93.0,2757.0,40.0,0.0,0.0,132.0,45.0
3675,93,71244.0,700.0,126803.0,24518.0,64.0,69148.0,25755.0,190.0,51827.0,12323.0,109246.0,11740.0,15.0,72600.0,12854.0,3367.0,3,50197.0,45.0,12785.0,150.0,7824.0,40.0,0.0,0.0,249.0,45.0
892,88,23925.0,900.0,34717.0,3215.0,44.0,6177.0,3048.0,182.0,22680.0,9976.0,34436.0,1434.0,15.0,11050.0,1594.0,900.0,1,6177.0,45.0,1425.0,101.0,1445.0,81.0,0.0,0.0,97.0,42.0
3069,91,58554.0,400.0,87883.0,12579.0,39.0,34734.0,12950.0,172.0,51588.0,19234.0,82041.0,6287.0,15.0,25900.0,6501.0,24675.0,46,0.0,0.0,6156.0,131.0,6704.0,41.0,0.0,0.0,215.0,45.0
2651,91,61040.0,200.0,98687.0,19461.0,45.0,53894.0,20149.0,184.0,45529.0,9821.0,91708.0,9342.0,15.0,39000.0,7714.0,200.0,1,39123.0,45.0,9054.0,141.0,10862.0,40.0,2600.0,3.0,227.0,45.0
2618,88,21584.0,600.0,33242.0,3402.0,46.0,6559.0,3248.0,150.0,19391.0,9570.0,31642.0,1905.0,15.0,8000.0,1637.0,600.0,1,6559.0,45.0,1426.0,110.0,3223.0,40.0,0.0,0.0,87.0,42.0
1397,98,41368.0,700.0,62010.0,8897.0,32.0,25917.0,9486.0,162.0,35059.0,8791.0,61995.0,5173.0,15.0,35680.0,4963.0,16316.0,53,0.0,0.0,4182.0,117.0,8319.0,40.0,3200.0,5.0,160.0,45.0
3785,94,65646.0,200.0,120693.0,12701.0,28.0,35763.0,13224.0,169.0,60464.0,28706.0,102456.0,6587.0,15.0,40000.0,7388.0,24144.0,49,0.0,0.0,6614.0,128.0,6502.0,41.0,0.0,0.0,242.0,45.0
623,87,21242.0,200.0,28797.0,1651.0,35.0,3108.0,1517.0,167.0,21153.0,13668.0,26390.0,748.0,15.0,3400.0,731.0,200.0,1,3108.0,45.0,471.0,85.0,1036.0,82.0,0.0,0.0,86.0,41.0
3001,158,33170.0,400.0,62783.0,2077.0,18.0,30830.0,5131.0,124.0,33331.0,15005.0,61121.0,2364.0,15.0,17000.0,3781.0,2851.0,113,0.0,0.0,2364.0,124.0,0.0,0.0,0.0,0.0,134.0,45.0
655,91,57696.0,1000.0,90461.0,12838.0,27.0,35438.0,13209.0,294.0,51512.0,23925.0,88161.0,3703.0,15.0,27500.0,6282.0,25188.0,46,0.0,0.0,6863.0,132.0,1128.0,162.0,0.0,0.0,215.0,45.0
4093,108,27874.0,400.0,73726.0,2936.0,32.0,49614.0,8870.0,113.0,24796.0,13082.0,73711.0,2657.0,15.0,30300.0,5208.0,4956.0,63,0.0,0.0,2657.0,113.0,0.0,0.0,0.0,0.0,108.0,45.0
1332,92,64519.0,300.0,98986.0,12086.0,21.0,33502.0,12422.0,170.0,55865.0,12836.0,95388.0,5999.0,15.0,35680.0,6855.0,23426.0,47,0.0,0.0,6382.0,130.0,4755.0,40.0,0.0,0.0,242.0,45.0
2528,87,19928.0,1000.0,26676.0,2239.0,47.0,4236.0,2081.0,123.0,18948.0,13123.0,24915.0,1414.0,15.0,3440.0,1214.0,1000.0,1,4236.0,45.0,709.0,82.0,2824.0,41.0,0.0,0.0,77.0,41.0
2011,87,15029.0,900.0,20171.0,1599.0,42.0,3016.0,1478.0,199.0,14940.0,9828.0,20159.0,628.0,12.0,4290.0,807.0,900.0,1,3016.0,45.0,561.0,76.0,670.0,123.0,0.0,0.0,60.0,41.0
1721,26,19865.0,1100.0,26400.0,1815.0,100.0,9400.0,1957.0,20.0,19890.0,15700.0,23000.0,1280.0,100.0,3400.0,1106.0,1815.0,26,0.0,0.0,1280.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,135,72391.0,400.0,138413.0,15186.0,72.0,49443.0,15030.0,226.0,60017.0,11060.0,120104.0,8789.0,15.0,62500.0,12010.0,22655.0,90,0.0,0.0,11373.0,144.0,4251.0,82.0,0.0,0.0,246.0,45.0
3283,92,36636.0,300.0,59942.0,9911.0,16.0,27700.0,10336.0,153.0,28825.0,11858.0,56581.0,5656.0,15.0,19400.0,4585.0,19268.0,47,0.0,0.0,4571.0,113.0,8720.0,40.0,0.0,0.0,138.0,45.0
3781,93,62640.0,800.0,106398.0,12823.0,21.0,36050.0,13386.0,148.0,54853.0,19220.0,100216.0,7381.0,15.0,47040.0,7319.0,24621.0,48,0.0,0.0,7262.0,108.0,7701.0,40.0,0.0,0.0,239.0,45.0
7203,89,49152.0,900.0,136358.0,10067.0,12.0,49982.0,13689.0,100.0,41537.0,1870.0,119458.0,8645.0,15.0,44200.0,10420.0,19319.0,46,0.0,0.0,8645.0,100.0,0.0,0.0,0.0,0.0,169.0,43.0
1402,98,27059.0,400.0,41839.0,4656.0,13.0,13509.0,4958.0,271.0,25449.0,12820.0,39766.0,1560.0,15.0,10000.0,1614.0,8523.0,53,0.0,0.0,1966.0,108.0,1290.0,163.0,0.0,0.0,101.0,45.0
1157,97,30974.0,700.0,48054.0,3107.0,12.0,11200.0,3120.0,115.0,28815.0,17342.0,47734.0,2205.0,15.0,9000.0,2410.0,5691.0,52,0.0,0.0,2205.0,115.0,0.0,0.0,0.0,0.0,120.0,45.0
1065,115,31793.0,400.0,65741.0,2370.0,10.0,35947.0,5666.0,116.0,30709.0,13463.0,47496.0,2013.0,15.0,22700.0,3625.0,3814.0,70,0.0,0.0,2013.0,116.0,0.0,0.0,0.0,0.0,125.0,45.0
4347,134,25607.0,700.0,69491.0,2387.0,9.0,48229.0,7694.0,108.0,24760.0,12916.0,69476.0,2319.0,15.0,27700.0,4884.0,3544.0,89,0.0,0.0,2319.0,108.0,0.0,0.0,0.0,0.0,99.0,45.0
3076,87,18934.0,700.0,25597.0,2198.0,23.0,4164.0,2048.0,115.0,17680.0,10870.0,24219.0,1453.0,15.0,5200.0,1296.0,700.0,1,4164.0,45.0,779.0,75.0,2715.0,40.0,0.0,0.0,78.0,41.0
3586,93,38550.0,300.0,60012.0,6972.0,13.0,19426.0,7179.0,122.0,33424.0,1978.0,59998.0,4823.0,15.0,27600.0,5822.0,13377.0,48,0.0,0.0,5095.0,110.0,0.0,0.0,2333.0,12.0,140.0,45.0
1115,87,17314.0,300.0,21514.0,1817.0,43.0,3440.0,1690.0,138.0,16831.0,11969.0,20975.0,1020.0,15.0,3840.0,990.0,300.0,1,3440.0,45.0,500.0,98.0,2293.0,40.0,0.0,0.0,73.0,41.0
1874,87,25287.0,400.0,35926.0,1685.0,2.0,3151.0,1527.0,126.0,25215.0,14043.0,35458.0,882.0,15.0,2100.0,887.0,400.0,1,3151.0,45.0,315.0,86.0,2100.0,40.0,0.0,0.0,107.0,41.0
423,87,17883.0,500.0,23684.0,1546.0,37.0,2913.0,1424.0,124.0,17547.0,13123.0,22844.0,923.0,15.0,5430.0,927.0,500.0,1,2913.0,45.0,419.0,83.0,1942.0,41.0,0.0,0.0,72.0,41.0
5483,109,36323.0,128.0,84940.0,7946.0,12.0,24003.0,8424.0,123.0,31040.0,-1383.0,83140.0,6446.0,0.0,38100.0,6703.0,3989.0,19,17424.0,45.0,6446.0,123.0,0.0,0.0,0.0,0.0,139.0,45.0
187,87,17295.0,200.0,26230.0,2206.0,20.0,4197.0,2073.0,122.0,16005.0,10016.0,24831.0,1431.0,15.0,4200.0,1324.0,200.0,1,4197.0,45.0,764.0,82.0,2798.0,40.0,0.0,0.0,70.0,41.0
62,87,25820.0,1100.0,36366.0,2688.0,74.0,5079.0,2491.0,145.0,24950.0,16356.0,34093.0,1500.0,15.0,6500.0,1232.0,1100.0,1,5079.0,45.0,1195.0,104.0,2273.0,41.0,0.0,0.0,103.0,41.0
1771,120,26169.0,500.0,40811.0,2592.0,8.0,9400.0,2499.0,144.0,24567.0,12628.0,37895.0,1897.0,15.0,14500.0,1827.0,4085.0,75,0.0,0.0,1437.0,103.0,3052.0,41.0,0.0,0.0,104.0,45.0
2493,114,38761.0,300.0,75511.0,4205.0,6.0,12094.0,4137.0,133.0,35769.0,15076.0,75496.0,3037.0,15.0,13600.0,2819.0,6846.0,69,0.0,0.0,2031.0,93.0,5375.0,40.0,0.0,0.0,155.0,45.0
3923,92,52483.0,400.0,84192.0,11818.0,7.0,32956.0,12272.0,156.0,47728.0,17099.0,79155.0,6472.0,15.0,27300.0,6606.0,22953.0,47,0.0,0.0,6983.0,115.0,5037.0,41.0,0.0,0.0,188.0,45.0
2896,87,18299.0,400.0,25098.0,1706.0,41.0,3221.0,1577.0,165.0,17709.0,12297.0,24408.0,770.0,15.0,3330.0,796.0,400.0,1,3221.0,45.0,469.0,84.0,1083.0,81.0,0.0,0.0,75.0,41.0
3391,92,41418.0,300.0,68563.0,9168.0,46.0,25470.0,9459.0,202.0,37241.0,8371.0,67750.0,3859.0,15.0,25760.0,4378.0,17792.0,47,0.0,0.0,4156.0,121.0,3415.0,81.0,0.0,0.0,161.0,45.0
1898,96,31444.0,1000.0,50545.0,5442.0,38.0,15399.0,5634.0,108.0,27831.0,16566.0,46777.0,4658.0,15.0,20101.0,5093.0,2400.0,6,11179.0,45.0,4658.0,108.0,0.0,0.0,0.0,0.0,111.0,45.0
3367,92,64400.0,800.0,107354.0,12195.0,58.0,33912.0,12596.0,187.0,60170.0,34734.0,106450.0,5443.0,15.0,26200.0,7757.0,23636.0,47,0.0,0.0,8453.0,106.0,1504.0,81.0,0.0,0.0,246.0,45.0
3915,92,50616.0,300.0,79948.0,12415.0,85.0,34696.0,12945.0,170.0,44631.0,16014.0,67442.0,6422.0,15.0,28900.0,5964.0,24124.0,47,0.0,0.0,5441.0,129.0,9510.0,41.0,0.0,0.0,185.0,45.0
1780,91,64704.0,900.0,110484.0,13597.0,94.0,37498.0,13965.0,170.0,59602.0,25792.0,109184.0,6809.0,15.0,35360.0,7487.0,26649.0,46,0.0,0.0,7751.0,117.0,5429.0,41.0,2342.0,12.0,255.0,45.0
3980,103,33690.0,800.0,53395.0,4493.0,29.0,12832.0,4551.0,197.0,31002.0,14783.0,48955.0,2133.0,15.0,23520.0,2572.0,7872.0,58,0.0,0.0,2351.0,117.0,1816.0,80.0,0.0,0.0,138.0,45.0
4350,92,60865.0,1000.0,111487.0,9523.0,62.0,26348.0,9748.0,128.0,55003.0,6006.0,107967.0,6146.0,15.0,38080.0,7259.0,18421.0,47,0.0,0.0,6146.0,128.0,0.0,0.0,0.0,0.0,229.0,45.0
686,98,28079.0,1100.0,46100.0,5524.0,37.0,15800.0,5760.0,239.0,26148.0,12743.0,44056.0,2168.0,15.0,12600.0,1861.0,10119.0,53,0.0,0.0,2321.0,117.0,2022.0,122.0,0.0,0.0,112.0,45.0
362,108,31138.0,900.0,46065.0,4762.0,25.0,14313.0,5081.0,232.0,26478.0,14138.0,43351.0,2063.0,15.0,10240.0,2549.0,8076.0,63,0.0,0.0,2001.0,112.0,2120.0,120.0,0.0,0.0,124.0,45.0
299,126,79144.0,600.0,154088.0,16405.0,43.0,49659.0,16585.0,126.0,60505.0,22106.0,110955.0,15746.0,15.0,64100.0,16760.0,25376.0,81,0.0,0.0,15746.0,126.0,0.0,0.0,0.0,0.0,257.0,45.0
2488,91,19745.0,400.0,28744.0,1548.0,11.0,3046.0,1490.0,102.0,19819.0,13654.0,26809.0,1147.0,15.0,8880.0,1342.0,400.0,1,3046.0,45.0,554.0,61.0,2030.0,41.0,0.0,0.0,76.0,45.0
2985,91,27066.0,400.0,38641.0,2292.0,12.0,4519.0,2215.0,135.0,27286.0,13520.0,38381.0,1261.0,15.0,3800.0,1069.0,400.0,1,4519.0,45.0,902.0,95.0,2113.0,40.0,0.0,0.0,107.0,45.0
2056,101,51695.0,200.0,122463.0,10584.0,4.0,49746.0,14786.0,111.0,42916.0,21776.0,95668.0,9373.0,15.0,55000.0,12224.0,18944.0,56,0.0,0.0,9373.0,111.0,0.0,0.0,0.0,0.0,181.0,45.0
2817,92,50788.0,13672.0,72669.0,7386.0,46.0,20508.0,7606.0,133.0,47555.0,27390.0,68747.0,4759.0,15.0,20800.0,5370.0,14269.0,47,0.0,0.0,4759.0,133.0,0.0,0.0,0.0,0.0,196.0,45.0
385,91,22360.0,1000.0,29891.0,1769.0,12.0,3469.0,1693.0,207.0,22994.0,16138.0,29860.0,655.0,15.0,5850.0,987.0,1000.0,1,3469.0,45.0,480.0,85.0,776.0,122.0,0.0,0.0,87.0,45.0
748,108,33684.0,700.0,59865.0,4906.0,52.0,14607.0,5124.0,148.0,30552.0,13743.0,53373.0,3280.0,15.0,14400.0,3068.0,8191.0,64,0.0,0.0,2090.0,108.0,6492.0,40.0,0.0,0.0,129.0,44.0
2002,86,24747.0,400.0,40074.0,3151.0,69.0,6060.0,2995.0,123.0,23040.0,15064.0,36520.0,1906.0,15.0,11000.0,1830.0,400.0,1,6060.0,44.0,1048.0,83.0,3688.0,40.0,0.0,0.0,97.0,41.0
220,85,19128.0,400.0,31241.0,2767.0,54.0,5271.0,2609.0,129.0,17823.0,11559.0,28146.0,1671.0,15.0,4900.0,1453.0,400.0,1,5271.0,44.0,1031.0,89.0,3095.0,40.0,0.0,0.0,73.0,40.0
1422,85,23901.0,400.0,34520.0,3073.0,61.0,5842.0,2886.0,149.0,22916.0,12538.0,31865.0,1583.0,15.0,11000.0,1481.0,400.0,1,5842.0,44.0,1189.0,109.0,2655.0,40.0,0.0,0.0,94.0,40.0
1891,114,35913.0,800.0,64665.0,2117.0,49.0,11900.0,1950.0,224.0,34295.0,20426.0,63405.0,807.0,15.0,6030.0,980.0,2685.0,26,3756.0,44.0,766.0,106.0,845.0,118.0,0.0,0.0,144.0,44.0
3788,155,39543.0,300.0,81376.0,2211.0,6.0,40359.0,5271.0,110.0,37546.0,14578.0,60911.0,2595.0,15.0,21800.0,3938.0,3049.0,110,0.0,0.0,2623.0,107.0,0.0,0.0,1600.0,3.0,161.0,45.0
1147,90,60341.0,400.0,85935.0,12230.0,74.0,34004.0,12674.0,129.0,53557.0,25837.0,84975.0,8141.0,15.0,34560.0,9598.0,23709.0,46,0.0,0.0,8276.0,126.0,0.0,0.0,2500.0,3.0,229.0,44.0
1239,87,25086.0,900.0,34267.0,3429.0,59.0,6668.0,3296.0,131.0,23176.0,12914.0,30523.0,2178.0,15.0,10850.0,1984.0,900.0,1,6668.0,44.0,1489.0,91.0,3744.0,40.0,0.0,0.0,97.0,42.0
3213,85,16583.0,400.0,22631.0,1624.0,46.0,3068.0,1505.0,166.0,16291.0,12539.0,21148.0,725.0,15.0,2940.0,608.0,400.0,1,3068.0,44.0,449.0,86.0,1022.0,80.0,0.0,0.0,67.0,40.0
3644,91,19627.0,1000.0,26831.0,1758.0,2.0,3456.0,1692.0,119.0,19319.0,11520.0,26816.0,1229.0,15.0,7290.0,1256.0,1000.0,1,3456.0,45.0,685.0,79.0,2304.0,40.0,0.0,0.0,77.0,45.0
2648,66,30230.0,400.0,68146.0,3680.0,88.0,46427.0,9515.0,57.0,29155.0,17153.0,50914.0,3632.0,15.0,22500.0,5194.0,9114.0,26,0.0,0.0,3632.0,57.0,0.0,0.0,0.0,0.0,148.0,40.0
4318,90,76367.0,200.0,138371.0,24797.0,96.0,69144.0,25845.0,171.0,62965.0,24703.0,119113.0,12644.0,30.0,55500.0,11135.0,3350.0,2,50287.0,44.0,12659.0,128.0,13396.0,40.0,1967.0,3.0,282.0,44.0
2838,127,79644.0,900.0,135737.0,16899.0,36.0,49620.0,16167.0,221.0,60728.0,25649.0,109437.0,9451.0,30.0,63400.0,13700.0,25709.0,83,0.0,0.0,13536.0,145.0,1659.0,76.0,0.0,0.0,279.0,44.0
2313,102,30751.0,1000.0,48944.0,5742.0,44.0,17370.0,6255.0,180.0,27925.0,17575.0,43518.0,3085.0,30.0,12904.0,2827.0,1771.0,14,12633.0,44.0,2846.0,100.0,3384.0,80.0,0.0,0.0,114.0,44.0
279,85,17997.0,400.0,24801.0,1595.0,36.0,3007.0,1471.0,162.0,17726.0,12636.0,23964.0,703.0,15.0,3300.0,591.0,400.0,1,3007.0,44.0,412.0,82.0,1002.0,80.0,0.0,0.0,73.0,40.0
104,85,18723.0,500.0,26349.0,1627.0,42.0,3063.0,1497.0,159.0,18660.0,13773.0,25689.0,748.0,15.0,7830.0,861.0,500.0,1,3063.0,44.0,472.0,79.0,1021.0,80.0,0.0,0.0,76.0,40.0
1152,85,18121.0,800.0,25659.0,1741.0,38.0,3279.0,1605.0,130.0,17752.0,12439.0,24426.0,1023.0,15.0,3990.0,1008.0,800.0,1,3279.0,44.0,506.0,90.0,2186.0,40.0,0.0,0.0,72.0,40.0
497,90,57853.0,1000.0,86567.0,11622.0,52.0,32330.0,12055.0,166.0,53079.0,23793.0,74315.0,6007.0,15.0,46240.0,7377.0,22521.0,46,0.0,0.0,6833.0,126.0,3405.0,40.0,0.0,0.0,227.0,44.0
83,98,27436.0,500.0,42435.0,4922.0,36.0,13839.0,5034.0,189.0,25041.0,12530.0,38495.0,2476.0,15.0,13440.0,1962.0,8849.0,54,0.0,0.0,2036.0,109.0,3075.0,80.0,0.0,0.0,103.0,44.0
3327,93,32590.0,1100.0,48161.0,5798.0,35.0,16382.0,6032.0,186.0,30295.0,16515.0,43891.0,2773.0,15.0,16800.0,2445.0,10896.0,49,0.0,0.0,2528.0,106.0,3096.0,80.0,0.0,0.0,120.0,44.0
5740,114,42062.0,-641.0,133182.0,11683.0,2.0,48257.0,14553.0,134.0,30270.0,-3725.0,97782.0,9899.0,0.0,63300.0,13452.0,19225.0,69,0.0,0.0,9899.0,134.0,0.0,0.0,0.0,0.0,119.0,45.0
2008,95,45350.0,700.0,79453.0,6575.0,37.0,18660.0,6809.0,202.0,43139.0,12888.0,78910.0,2782.0,15.0,24800.0,3335.0,12091.0,51,0.0,0.0,3234.0,123.0,2079.0,79.0,0.0,0.0,182.0,44.0
2216,124,68635.0,900.0,150481.0,15799.0,16.0,49829.0,16901.0,182.0,53203.0,19690.0,117553.0,10570.0,15.0,64400.0,13008.0,24668.0,79,0.0,0.0,12087.0,142.0,5184.0,40.0,0.0,0.0,229.0,45.0
1815,92,37521.0,500.0,60602.0,9501.0,48.0,26856.0,9967.0,205.0,33382.0,18511.0,56742.0,4117.0,15.0,25400.0,3634.0,18087.0,48,0.0,0.0,3585.0,125.0,4948.0,80.0,0.0,0.0,135.0,44.0
8132,141,60151.0,700.0,109632.0,9031.0,18.0,37713.0,12855.0,145.0,49259.0,-1841.0,91386.0,8359.0,5.0,32100.0,8307.0,5456.0,9,27428.0,44.0,8359.0,145.0,0.0,0.0,0.0,0.0,199.0,88.0
4321,113,76144.0,1000.0,136517.0,14749.0,133.0,49669.0,15872.0,142.0,60906.0,23582.0,108513.0,11258.0,15.0,62000.0,13104.0,23981.0,69,0.0,0.0,11258.0,142.0,0.0,0.0,0.0,0.0,271.0,44.0
2823,85,18717.0,300.0,26055.0,1755.0,43.0,3316.0,1627.0,121.0,18124.0,14670.0,23845.0,1069.0,15.0,7680.0,1161.0,300.0,1,3316.0,44.0,506.0,81.0,2210.0,40.0,0.0,0.0,75.0,40.0
1773,85,16847.0,300.0,24927.0,2270.0,3.0,4316.0,2132.0,115.0,15453.0,8957.0,24913.0,1534.0,15.0,3840.0,1324.0,300.0,1,4316.0,44.0,846.0,76.0,2877.0,39.0,0.0,0.0,69.0,40.0
2599,81,32380.0,600.0,107204.0,8716.0,15.0,46888.0,11210.0,84.0,26067.0,-6855.0,82871.0,7932.0,15.0,37900.0,7876.0,14944.0,47,0.0,0.0,7932.0,84.0,0.0,0.0,0.0,0.0,107.0,34.0
188,91,53602.0,700.0,82550.0,10402.0,36.0,29120.0,10811.0,165.0,45959.0,11524.0,76951.0,5320.0,15.0,24800.0,4939.0,19947.0,47,0.0,0.0,4669.0,126.0,7426.0,39.0,0.0,0.0,207.0,44.0
504,85,23080.0,1100.0,31412.0,1851.0,56.0,3463.0,1683.0,121.0,22790.0,16107.0,29104.0,1070.0,15.0,6120.0,1139.0,1100.0,1,3463.0,44.0,458.0,81.0,2308.0,40.0,0.0,0.0,96.0,40.0
1518,90,59176.0,200.0,104554.0,9362.0,30.0,25932.0,9634.0,128.0,54748.0,23935.0,102054.0,5919.0,15.0,27700.0,6862.0,18101.0,46,0.0,0.0,5919.0,128.0,0.0,0.0,0.0,0.0,225.0,44.0
2189,90,55518.0,700.0,78654.0,11217.0,32.0,31173.0,11614.0,222.0,48348.0,25029.0,77950.0,4210.0,15.0,23200.0,6091.0,21746.0,46,0.0,0.0,7433.0,98.0,1644.0,118.0,2017.0,6.0,209.0,44.0
2876,91,35971.0,200.0,63653.0,9277.0,28.0,26078.0,9720.0,162.0,30608.0,13219.0,58422.0,5009.0,15.0,18300.0,4853.0,17846.0,47,0.0,0.0,4937.0,122.0,5231.0,40.0,0.0,0.0,122.0,44.0
6897,106,67664.0,-476.0,137436.0,15111.0,20.0,49455.0,17025.0,143.0,52154.0,-534.0,137056.0,10792.0,1.0,61500.0,13934.0,26062.0,61,0.0,0.0,10792.0,143.0,0.0,0.0,0.0,0.0,265.0,45.0
1505,93,30542.0,400.0,44075.0,4973.0,18.0,13833.0,5055.0,103.0,27461.0,6298.0,37965.0,4217.0,15.0,28600.0,5066.0,9332.0,49,0.0,0.0,4217.0,103.0,0.0,0.0,0.0,0.0,120.0,44.0
9707,163,59520.0,-195.0,130442.0,10726.0,2.0,49967.0,14981.0,151.0,48142.0,-225.0,123936.0,11328.0,7.0,61100.0,12900.0,22509.0,77,0.0,0.0,11328.0,151.0,0.0,0.0,0.0,0.0,177.0,86.0
4377,103,66726.0,500.0,167492.0,16517.0,54.0,49877.0,17694.0,133.0,51682.0,20805.0,127580.0,12570.0,15.0,64200.0,13724.0,27738.0,61,0.0,0.0,13053.0,127.0,0.0,0.0,2350.0,6.0,219.0,42.0
717,91,46659.0,400.0,66148.0,10863.0,24.0,30561.0,11393.0,157.0,38260.0,20391.0,58144.0,5936.0,15.0,22100.0,5727.0,20867.0,47,0.0,0.0,5820.0,115.0,6561.0,39.0,2267.0,3.0,176.0,44.0
2814,85,20350.0,500.0,29044.0,2398.0,28.0,4544.0,2237.0,119.0,19236.0,10097.0,28844.0,1521.0,15.0,13250.0,1654.0,500.0,1,4544.0,44.0,981.0,80.0,2627.0,39.0,0.0,0.0,84.0,40.0
